8297.901981544472;112.92030311464327;8316.101778449152
8150.360473700432;148.49405663044914;8180.362434872901
8019.247126126582;180.41741254623778;8041.685510375326
7901.204710194457;195.6723563274446;7934.826411376533
7747.018251648749;202.74647241738484;7722.095936186937
7627.0567672070865;213.82936549000945;7596.928057109685
7766.858043830028;226.9677256317563;7743.699353070488
7623.5226954555455;261.2458517724991;7629.185956161529
7769.775996437147;297.7863068989545;7759.0508357699255
7944.887868509348;348.7870495701049;7956.769972864189
7824.6018992912805;335.36043328515683;7814.519023226844
7983.540875204731;361.61417149702066;8008.238164582774
8141.915944275471;394.7238165076809;8098.698444679859
8299.194196583234;431.97121273724247;8301.524590427674
8411.19906351751;465.1117780533339;8384.702207659893
8251.935900910823;500.8569168954794;8223.31809959421
8113.401383755833;528.6212121611171;8062.654976915759
8026.497862967173;532.3606189106725;7983.573116032533
7924.424189646818;529.3213398443351;7920.313761708458
8066.613392810113;579.6472014558503;8080.39535988524
8174.903399179448;574.440057512195;8230.736978867742
8256.925578998163;584.3800700951866;8289.678521296333
8164.863969440295;588.8554315486945;8200.135200326502
8239.368926999306;600.6924101136426;8235.268419161117
8323.732915438584;616.4108591560693;8268.429164788311
8248.004771942633;617.1213824645419;8221.131950739351
8319.099846474579;630.9836907141166;8363.84949731171
8244.21726074978;626.6619163026527;8272.93262315868
8175.871171418342;646.26497996687;8206.643809587433
8259.192521190866;658.8304444512842;8313.68102419818
8338.921711144336;691.2571464575067;8397.354891786024
8419.384953728933;720.7912275642499;8434.082410049155
